x1		y1		x2		y2
1.592451949	0.230448592	0.377277128	3.0217017
-1.228718477	-0.019808065	2.61621179	0.770627348
1.934111262	2.370266701	2.378837838	1.049142475
4.011146511	-0.381234048	-0.716221745	3.494882712
3.2211089	0.223566785	2.75324838	1.531483561
1.859129117	-1.330359878	-0.571504849	1.281439731
3.335977224	0.735200998	-0.177906934	3.145949007
2.697618718	-0.072280844	-0.25556725	1.311742487
0.400499629	1.17215907	2.318738876	3.796919904
1.934969532	-1.939521068	0.145094259	2.027977597
1.728109775	-0.118782674	2.145726678	1.990579497
4.013966217	0.275548678	2.422219346	2.124247345
3.392214978	1.26650127	0.709438599	0.434321705
4.776635123	-0.013172684	1.91537041	2.270864117
5.735102719	0.927548614	2.126189404	2.932277457
2.87369184	-1.519533171	2.22189863	3.572674298
3.69174598	2.615474634	1.237481715	3.334702685
4.79941686	0.261136482	3.011969837	3.473464418
1.071582819	0.853557816	1.261037462	1.783596664
0.128833853	0.351149401	0.313702154	1.811163871
3.339952433	-0.029807041	-0.440325508	2.939718656
1.113534494	0.068005193	0.760618013	1.676723068
1.752291418	1.75968231	2.107215526	2.437725864
5.210478005	0.031428857	1.559568107	3.672662389
2.941073587	-1.691779099	2.320038344	-1.053834473
0.564881608	1.274905132	-1.747768302	0.602472559
2.472438925	0.327006578	1.391988435	3.29206636
2.747887021	1.488646285	2.41665768	4.25448351
3.143077814	2.736183527	2.865025734	0.278301359
0.102026053	1.557186457	1.835467913	2.557907756
3.583013097	1.228854363	-0.468415543	2.543890972
1.549069243	0.543387744	1.404852636	2.844433883
-0.33334327	-0.080094562	2.039287405	3.209953498
4.405071005	-0.971780715	2.988277705	1.269764781
2.599682481	1.514614846	4.263425757	3.657564736
6.459847526	0.587894103	0.979106498	1.001741606
0.876621353	0.11460691	2.5312656	3.183934451
1.757041053	-0.024151757	1.253325456	1.697600546
0.825461537	1.262311972	1.707137193	3.356379631
0.988235229	0.589761025	-0.866022153	3.148987539
