X		Y
-4.047192099	6.652631307
-4.000810986	3.768561197
-2.995917653	7.405670228
-3.496043875	7.240783487
-2.745407019	4.231714766
-2.484288683	7.163172259
-3.091519018	3.947696816
-1.843757957	10.03673959
-3.350544538	8.362105616
-3.617250017	5.147573999
-2.351010629	7.667608006
-4.524194109	3.465497471
-4.245841824	5.04790126
-3.599099567	6.594683133
-1.858473595	7.823292326
-3.217080951	6.296425204
-0.830347037	7.323781454
-6.246376179	6.705938011
-1.790891709	5.049427835
-2.466084114	7.870965685
-0.646381574	7.295370415
-2.806478111	6.115090716
-3.257614233	5.939075286
-3.555757716	5.846649513
-4.97603804	5.494741108
-1.699517563	6.205987014
-5.165433454	2.723080001
-4.262966107	4.823555253
-5.317132748	4.864014454
-5.12668273	3.368779375
-4.414018414	3.395450231
-4.289317688	4.659422533
-0.669242956	10.26697997
-2.10999178	7.393128593
-4.404120687	2.551730086
-2.462730384	7.858479418
-2.081536868	7.024329215
-1.777486148	5.331439071
-3.592046352	6.952671953
-2.984096769	5.994169475
-0.938785013	10.22129732
-1.326152631	8.219796694
-3.95565485	7.978162138
-3.704229248	6.063652059
-1.585831838	8.360694633
-3.789633729	6.157183776
-0.154356313	8.308870235
-2.401158437	7.317507298
-3.02229821	5.978457459
-4.702276301	2.801834023
-1.386673367	8.684021897
-3.289237369	3.250065282
-5.072855596	6.039982558
-4.553640149	5.089487892
-4.62760396	5.067550432
-5.625320916	6.884147313
-2.149069194	5.985378238
-3.466639615	6.367595629
-2.188066898	6.233604695
-4.503555884	4.745972767
-3.954999048	5.956528518
-2.084597947	6.602885011
-0.36393371	7.405809061
-4.137821503	5.718411448
-4.438944498	6.399516052
-1.603488568	7.352452727
-4.324645016	4.831225072
-1.777317745	7.081630937
-2.768100127	6.891684011
-4.192520795	3.646042941
-0.494080363	15.6383737
-1.726569338	11.68775843
-0.668146522	13.86823082
-4.262475411	1.284944844
-2.432570844	5.51711053
-4.484382234	3.917509089
-2.571354992	2.779067719
-2.581112614	5.700760826
-3.418504007	6.812575538
-3.686409727	8.398084873
-3.83804093	3.898829641
-3.272837629	7.594892796
-4.018025449	4.200856631
-2.168756452	6.837690277
-5.787019284	-3.645783848
-2.360896497	4.017768432
-2.043028492	11.36953976
-2.400165748	11.41713991
-1.391059583	9.934385874
-1.275791948	9.753444291
-4.375966335	7.453482281
-4.800973032	2.999496378
-3.499585074	3.991698052
-2.058380413	13.67019558
-3.106515181	7.854627872
-0.399278452	11.29416012
-1.82547803	9.912208008
-1.186659402	13.69797433
-5.016118834	-0.230189682
-3.888237156	6.058071618
-0.381671111	16.06815532
-4.264248544	3.065134042
-2.743992523	8.618294023
-4.860096799	5.609343885
-5.085819475	1.791390642
-4.298627021	1.464192153
-3.865854808	7.203575684
-6.195423592	-4.128398792
-3.844397713	5.437162264
-1.994475113	13.17527394
-2.336143412	4.836642425
-5.009997424	-4.509026696
-3.388354128	8.506311366
-3.117283643	7.663152215
-3.340567763	9.616058033
-3.257674903	4.996562551
-3.43283159	5.626296847
-4.020189755	6.787352662
-4.345846477	0.803773666
-7.220722775	-7.063359629
-3.979174441	3.012773236
-2.394291662	7.605315281
-4.553420197	2.500436255
-3.327685832	5.041691363
-1.709834709	12.47958429
-4.960970501	0.298579035
0.995063934	16.28307243
-4.25868302	3.861764235
-2.568913262	10.51287198
-2.739683053	5.758470317
-2.356289846	6.31524332
-3.883354776	0.321183565
-5.181443649	-2.276177909
-4.403024039	3.041478096
-2.832754439	6.81931129
-2.984867534	6.570094079
-2.263481427	8.839111573
-3.570169244	4.929422907
-2.971321658	3.867192419
-5.717731415	-5.358739312
-0.078749456	13.2692209
-3.312921563	6.867542672
-3.662862854	8.298321586
-3.82061138	4.130684599
-1.687502871	10.17739979
-3.940971498	5.336420656
-2.870869731	6.354798747
-2.118442076	11.17142229
-4.037150177	0.874282908
-4.239489118	7.113086989
-3.288315023	3.78014761
-4.252322297	3.805367906
-1.341364638	10.49363478
-4.976929576	1.91390364
-4.11885141	9.852221764
-1.456437841	6.323040366
-4.47863949	-1.119638943
-4.353299953	4.645773343
-2.507515006	9.67288018
-4.801106671	2.03121444
-1.838770886	7.797446891
-2.538930875	12.60398503
-3.355166366	10.68986562
-2.427026001	13.26228508
-5.01374702	1.449896637
-1.220660765	13.30807324
-3.468146428	3.873682486
-3.883912208	4.169438445
-2.525092937	8.787837294
-4.216715021	6.911173766
-3.602899844	5.17090581
0.134851394	21.32157849
-2.409937737	12.56778856
-3.005704981	8.54253931
